0.000171851,0.0368699,3.87234e-05,0,0,0.000171787,0.0148119
0.000171851,0.0406174,4.25009e-05,5.61489e-07,0,0.00017164,0.0157426
0.000171851,0.0433288,4.51466e-05,1.40395e-06,0,0.000171471,0.0167657
0.000171851,0.042575,4.41012e-05,2.30159e-06,0,0.000171294,0.0164235
0.000171851,0.0387555,3.98027e-05,3.18728e-06,0,0.000171112,0.0149125
0.000171851,0.0343999,3.49369e-05,3.99193e-06,0,0.000170927,0.0132348
0.000171851,0.0319603,3.20969e-05,4.7004e-06,0,0.000170736,0.0123291
0.000171851,0.0318492,3.17114e-05,5.34802e-06,0,0.000170539,0.012322
0.000171851,0.0328393,3.2476e-05,5.9834e-06,0,0.000170335,0.0127182
0.000171851,0.0334193,3.27914e-05,6.63063e-06,0,0.000170123,0.012934
0.000171851,0.0326906,3.17112e-05,7.28582e-06,0,0.000169901,0.0126344
0.000171851,0.030528,2.91102e-05,7.92329e-06,0,0.000169669,0.0117834
0.000171851,0.0273575,2.54459e-05,8.5146e-06,0,0.000169424,0.0105526
0.000171851,0.0237654,2.13435e-05,9.03634e-06,0,0.000169167,0.00916921
0.000171851,0.0201605,1.7239e-05,9.47552e-06,0,0.000168894,0.0077872
0.000171851,0.0168045,1.34106e-05,9.83261e-06,0,0.000168605,0.00650452
0.000171851,0.0138811,1.00536e-05,1.01123e-05,0,0.000168298,0.00539047
0.000171851,0.0114989,7.28222e-06,1.03234e-05,0,0.000167971,0.00448544
0.000171851,0.00968359,5.12296e-06,1.04774e-05,0,0.000167623,0.00379808
0.000171851,0.00842851,3.56727e-06,1.05863e-05,0,0.000167251,0.00332529
0.000171851,0.00771321,2.59188e-06,1.06624e-05,0,0.000166854,0.00305904
0.000171851,0.00748979,2.14427e-06,1.07171e-05,0,0.000166429,0.00298055
0.000171851,0.00767027,2.12956e-06,1.07613e-05,0,0.000165974,0.00305546
0.000171851,0.00813697,2.42166e-06,1.0804e-05,0,0.000165486,0.00323823
0.000171851,0.00875631,2.87806e-06,1.08515e-05,0,0.000164963,0.00347741
0.000171851,0.0094156,3.37881e-06,1.09075e-05,0,0.000164402,0.00373013
0.000171851,0.0100493,3.85413e-06,1.09736e-05,0,0.0001638,0.00397199
0.000171851,0.0106146,4.2587e-06,1.10492e-05,0,0.000163153,0.00418695
0.000171851,0.011073,4.55167e-06,1.11332e-05,0,0.000162457,0.00436025
0.000171851,0.0113904,4.69743e-06,1.12234e-05,0,0.00016171,0.00447895
0.000171851,0.0115474,4.6759e-06,1.13169e-05,0,0.000160907,0.00453581
0.000171851,0.011547,4.49088e-06,1.14105e-05,0,0.000160043,0.00453233
0.000171851,0.0114077,4.16256e-06,1.15007e-05,0,0.000159113,0.00447581
0.000171851,0.0111581,3.72185e-06,1.15846e-05,0,0.000158113,0.00437737
0.000171851,0.0108318,3.20491e-06,1.16599e-05,0,0.000157037,0.00425
0.000171851,0.0104597,2.6447e-06,1.17251e-05,0,0.000155879,0.00410543
0.000171851,0.0100663,2.06759e-06,1.17791e-05,0,0.000154632,0.00395298
0.000171851,0.00966218,1.48496e-06,1.18216e-05,0,0.00015329,0.00379648
0.000171851,0.00927898,9.30509e-07,1.18524e-05,0,0.000151845,0.00364838
0.000171851,0.00892058,4.08389e-07,1.18722e-05,0,0.000150289,0.00350975
0.000171851,0.00857045,-9.88015e-08,1.18814e-05,0,0.000148613,0.00337394
0.000171851,0.00823975,-5.79184e-07,1.18804e-05,0,0.000146808,0.00324565
