0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.000300883
0,0.00185009
0,0.0045433
0,0.00818495
0,0.0125795
0,0.0175314
0,0.022845
0,0.0283249
0,0.0337754
0,0.0390011
0,0.0438063
0,0.0479955
0,0.0513731
0,0.0539595
0,0.0549547
0,0.0546012
0,0.0529288
0,0.0502955
0,0.0468151
0,0.0424205
0,0.0374686
0,0.032155
0,0.0266751
0,0.0212246
0,0.0158728
0,0.0111937
0,0.0070045
0,0.00362685
0,0.00125631
0,8.84359e-05
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.00074535,0
0.00221001,0
0.00477867,0
0.00849153,0
0.0129405,0
0.0179504,0
0.0232667,0
0.028733,0
0.0333528,0
0.0385056,0
0.0433377,0
0.0476766,0
0.0511882,0
0.0538398,0
0.0549454,0
0.054677,0
0.0528718,0
0.0505225,0
0.0468917,0
0.0425017,0
0.0375492,0
0.0322307,0
0.0267426,0
0.0214934,0
0.016044,0
0.0114545,0
0.00702586,0
0.00363826,0
0.00126037,0
0.000130386,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.000257807
0,0.00169996
0,0.0045246
0,0.00813888
0,0.0121675
0,0.0169556
0,0.022337
0,0.027842
0,0.0332762
0,0.0383789
0,0.0432233
0,0.0476545
0,0.0511019
0,0.0535187
0,0.0549119
0,0.0547224
0,0.0531499
0,0.0503764
0,0.0468151
0,0.0424205
0,0.0377264
0,0.0324262
0,0.02695
0,0.021628
0,0.0161707
0,0.0112266
0,0.00702586
0,0.00371146
0,0.00130594
0,8.87291e-05
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000279418,0
0.0017459,0
0.0044323,0
0.00791604,0
0.0122478,0
0.0174981,0
0.0228159,0
0.0279773,0
0.0332573,0
0.0385515,0
0.0434853,0
0.0476987,0
0.0511882,0
0.0536141,0
0.0548855,0
0.0547439,0
0.0532034,0
0.0504567,0
0.0469161,0
0.042538,0
0.0374686,0
0.032155,0
0.0268126,0
0.0212246,0
0.0161252,0
0.0113071,0
0.00710016,0
0.00369983,0
0.00130173,0
0.000101406,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.000301873
0,0.00179791
0,0.00435446
0,0.00801512
0,0.0123634
0,0.017243
0,0.0224126
0,0.0278409
0,0.0332573
0,0.0386776
0,0.0434517
0,0.0482794
0,0.0514952
0,0.0539424
0,0.0549626
0,0.0544835
0,0.0529354
0,0.0501471
0,0.0449887
0,0.0405756
0,0.0351564
0,0.0283417
0,0.0203122
0,0.0150567
0,0.0123433
0,0.00632602
0,0.00456758
0,0.00187383
0,0.000290789
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.000104142,0
0.00168772,0
0.00419609,0
0.00779961,0
0.0120833,0
0.0168609,0
0.0220189,0
0.0273611,0
0.0327316,0
0.0378881,0
0.0422658,0
0.0466116,0
0.0505364,0
0.0529852,0
0.0546518,0
0.0548983,0
0.0538285,0
0.0514343,0
0.0481645,0
0.0439997,0
0.0390824,0
0.0339873,0
0.0283951,0
0.0230414,0
0.0177096,0
0.012616,0
0.00820965,0
0.004638,0
0.00185603,0
0.000301873,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
