-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
-0.000115568,0,-0.000110193,0,0.9
