-0.103577,-0.0770007,2.83407e-05,0,-0.013938,-0.103574,-0.100826
-0.103577,-0.075596,2.97058e-05,-2.40896e-07,-0.0138974,-0.103569,-0.100668
-0.103577,-0.0753397,2.98303e-05,-8.19997e-07,-0.013893,-0.103563,-0.100582
-0.103577,-0.0751691,2.98475e-05,-1.41523e-06,-0.0138936,-0.103557,-0.100513
-0.103577,-0.0748757,2.99798e-05,-2.01199e-06,-0.0138943,-0.10355,-0.100393
-0.103577,-0.0748287,2.98351e-05,-2.61013e-06,-0.0138999,-0.103543,-0.100373
-0.103577,-0.0749957,2.94494e-05,-3.20843e-06,-0.0139055,-0.103536,-0.100435
-0.103577,-0.0753925,2.88075e-05,-3.80166e-06,-0.0139009,-0.103529,-0.100585
-0.103577,-0.0758778,2.80611e-05,-4.38487e-06,-0.0138859,-0.103522,-0.100766
-0.103577,-0.0766258,2.70265e-05,-4.9543e-06,-0.0139067,-0.103515,-0.101051
-0.103577,-0.0775585,2.57888e-05,-5.50621e-06,-0.0139021,-0.103507,-0.101404
-0.103577,-0.0786675,2.43583e-05,-6.0356e-06,-0.0139074,-0.103498,-0.101825
-0.103577,-0.0798182,2.288e-05,-6.5385e-06,-0.0139083,-0.103489,-0.10226
-0.103577,-0.0808793,2.14946e-05,-7.01237e-06,-0.0139091,-0.10348,-0.102658
-0.103577,-0.0823634,1.96584e-05,-7.4575e-06,-0.0138998,-0.103471,-0.103227
-0.103577,-0.0841634,1.7488e-05,-7.87086e-06,-0.0139263,-0.103461,-0.103915
-0.103577,-0.0861966,1.5074e-05,-8.2445e-06,-0.0139266,-0.103451,-0.104692
-0.103577,-0.0885849,1.22895e-05,-8.57253e-06,-0.0138459,-0.103442,-0.105605
-0.103577,-0.0905608,9.95236e-06,-8.84895e-06,-0.013923,-0.103431,-0.106349
-0.103577,-0.0932212,6.89753e-06,-9.07371e-06,-0.0138975,-0.10342,-0.10737
-0.103577,-0.0963634,3.34482e-06,-9.24526e-06,-0.0138674,-0.103409,-0.108573
-0.103577,-0.0994462,-1.27377e-07,-9.35124e-06,-0.0138523,-0.103397,-0.109745
